"identical alleles","total genome-wide SNVs","strain1","strain2"
169316,1560141,"ECA2898","NIC1335"
184132,1566908,"ECA2898","NIC1337"
195685,1581506,"ECA2898","NIC1338"
186582,1583112,"ECA2898","NIC1341"
193959,1560270,"ECA2898","NIC1342"
182777,1574862,"ECA2898","NIC1343"
174408,1584792,"ECA2898","NIC1344"
169794,1585973,"ECA2898","NIC1348"
169540,1584109,"ECA2898","NIC1354"
184981,1584071,"ECA2898","NIC1355"
176250,1585782,"ECA2898","NIC1359"
187164,1589060,"ECA2898","NIC1363"
170334,1585443,"ECA2898","NIC1368"
190749,1583210,"ECA2898","NIC1370"
188507,1569597,"ECA2898","NIC1371"
190467,1583620,"ECA2898","NIC1372"
169693,1585159,"ECA2898","NIC1376"
181930,1581489,"ECA2898","NIC1378"
185902,1548323,"ECA2898","NIC1380"
170921,1587914,"ECA2898","NIC1381"
189264,1587273,"ECA2898","NIC1382"
187910,1584754,"ECA2898","NIC1383"
197025,1582672,"ECA2898","NIC1384"
187927,1582306,"ECA2898","NIC1386"
172825,1587951,"ECA2898","NIC1387"
180798,1542130,"ECA2898","NIC1388"
175496,1580893,"ECA2898","NIC1389"
196988,1583726,"ECA2898","NIC1391"
178765,1588217,"ECA2898","NIC1392"
185932,1586794,"ECA2898","NIC1393"
177124,1569389,"ECA2898","NIC1395"
179868,1557087,"ECA2898","NIC1397"
183212,1587597,"ECA2898","NIC1400"
182839,1575837,"ECA2898","NIC1404"
171904,1590836,"ECA2898","NIC1405"
178213,1579760,"ECA2898","NIC1408"
183397,1578207,"ECA2898","NIC1409"
183190,1577979,"ECA2898","NIC1410"
184648,1582167,"ECA2898","NIC1411"
181175,1584768,"ECA2898","NIC1415"
180190,1583415,"ECA2898","NIC1417"
172878,1580410,"ECA2898","NIC1419"
181271,1584065,"ECA2898","NIC1420"
172864,1587143,"ECA2898","NIC1422"
198469,1586434,"ECA2898","NIC1425"
175142,1587634,"ECA2898","NIC1430"
195532,1561570,"ECA2898","NIC1432"
169906,1586974,"ECA2898","NIC1433"
178669,1510306,"ECA2898","NIC1434"
196967,1579043,"ECA2898","NIC1436"
172339,1581208,"ECA2898","NIC1438"
197349,1581225,"ECA2898","NIC1447"
180229,1583550,"ECA2898","NIC1453"
172451,1581389,"ECA2898","NIC1467"
172563,1581359,"ECA2898","NIC1470"
172646,1581158,"ECA2898","NIC1471"
172443,1580622,"ECA2898","NIC1472"
172622,1580942,"ECA2898","NIC1473"
171075,1571478,"ECA2898","NIC1474"
177764,1584396,"ECA2898","NIC1475"
171478,1588316,"ECA2898","NIC1476"
178870,1594493,"ECA2898","NIC1477"
172750,1583552,"ECA2898","NIC1478"
187215,1585685,"ECA2898","NIC1509"
170801,1579754,"ECA2898","NIC1514"
292312,1518162,"ECA2898","NIC1526"
292299,1519004,"ECA2898","NIC1531"
285631,1489233,"ECA2898","NIC1534"
194073,1553194,"ECA2898","NIC1541"
192503,1546193,"ECA2898","NIC1542"
194128,1543365,"ECA2898","NIC1543"
191272,1538915,"ECA2898","NIC1544"
190572,1535774,"ECA2898","NIC1545"
190725,1537077,"ECA2898","NIC1546"
197053,1557314,"ECA2898","NIC1547"
195135,1556799,"ECA2898","NIC1548"
195033,1556706,"ECA2898","NIC1549"
191703,1542274,"ECA2898","NIC1550"
194339,1555366,"ECA2898","NIC1551"
189183,1522082,"ECA2898","NIC1553"
197424,1557587,"ECA2898","NIC1555"
199850,1556881,"ECA2898","NIC1556"
195800,1557913,"ECA2898","NIC1557"
194586,1554431,"ECA2898","NIC1558"
195833,1554237,"ECA2898","NIC1559"
194613,1528772,"ECA2898","NIC1560"
186731,1511661,"ECA2898","NIC1561"
158248,1548554,"ECA2898","NIC1563"
190481,1535237,"ECA2898","NIC1564"
188147,1528988,"ECA2898","NIC1565"
192333,1549660,"ECA2898","NIC1583"
190542,1541212,"ECA2898","NIC1584"
189784,1535768,"ECA2898","NIC1585"
192404,1549205,"ECA2898","NIC1586"
190690,1541590,"ECA2898","NIC1587"
190965,1541195,"ECA2898","NIC1588"
203954,1540296,"ECA2898","NIC1592"
204747,1545878,"ECA2898","NIC1594"
192005,1547604,"ECA2898","NIC1596"
192501,1550112,"ECA2898","NIC1603"
195742,1558111,"ECA2898","NIC1644"
193390,1550386,"ECA2898","NIC1646"
192601,1544133,"ECA2898","NIC1647"
195085,1556099,"ECA2898","NIC1648"
195098,1556449,"ECA2898","NIC1649"
191265,1539608,"ECA2898","NIC1650"
197103,1548385,"ECA2898","NIC1651"
197045,1556746,"ECA2898","NIC1653"
197304,1554367,"ECA2898","NIC1656"
195372,1549389,"ECA2898","NIC1657"
191575,1545703,"ECA2898","NIC1658"
429987,1499192,"ECA2898","NIC1679"
199118,1553860,"ECA2898","NIC1694"
198913,1563786,"ECA2898","NIC1837"
200185,1572619,"ECA2898","NIC1846"
199848,1570511,"ECA2898","NIC1848"
191498,1559151,"ECA2898","NIC1851"
171655,1554489,"ECA2898","NIC1855"
176991,1571019,"ECA2898","NIC1856"
196540,1566413,"ECA2898","NIC1862"
203785,1566544,"ECA2898","NIC1877"
203700,1566798,"ECA2898","NIC1878"
196957,1566390,"ECA2898","NIC1879"
198646,1553557,"ECA2898","NIC1881"
163578,1556615,"ECA2898","NIC1886"
198982,1551983,"ECA2898","NIC1911"
196895,1564663,"ECA2898","NIC1912"
191449,1559298,"ECA2898","NIC1913"
188144,1561938,"ECA2898","NIC1914"
155823,1531099,"ECA2898","NIC1915"
157205,1541766,"ECA2898","NIC1916"
162397,1547873,"ECA2898","NIC1917"
157456,1542317,"ECA2898","NIC1918"
156867,1536753,"ECA2898","NIC1919"
133284,1552089,"ECA2898","NIC192"
183307,1544979,"ECA2898","NIC1927"
163594,1557125,"ECA2898","NIC1928"
190483,1551960,"ECA2898","NIC1929"
195629,1581546,"ECA2898","NIC193"
189397,1546873,"ECA2898","NIC1930"
188327,1527108,"ECA2898","NIC1938"
192111,1554267,"ECA2898","NIC1939"
188060,1554187,"ECA2898","NIC1940"
188933,1561348,"ECA2898","NIC1941"
180749,1558137,"ECA2898","NIC1950"
202383,1560521,"ECA2898","NIC1960"
202077,1557775,"ECA2898","NIC1961"
176445,1546636,"ECA2898","NIC1962"
204948,1555160,"ECA2898","NIC1976"
178491,1578932,"ECA2898","NIC203"
187963,1587181,"ECA2898","NIC2355"
198373,1586491,"ECA2898","NIC2357"
191483,1581215,"ECA2898","NIC2360"
192102,1579364,"ECA2898","NIC2361"
193819,1579701,"ECA2898","NIC2362"
191975,1583849,"ECA2898","NIC2363"
198131,1575651,"ECA2898","NIC2364"
194908,1581620,"ECA2898","NIC2365"
195129,1585108,"ECA2898","NIC2366"
199233,1580802,"ECA2898","NIC2367"
198493,1586271,"ECA2898","NIC2368"
194757,1578797,"ECA2898","NIC2370"
195530,1584551,"ECA2898","NIC2371"
189034,1585850,"ECA2898","NIC2373"
194303,1580268,"ECA2898","NIC2375"
199188,1576656,"ECA2898","NIC245"
199443,1577021,"ECA2898","NIC247"
195817,1582379,"ECA2898","NIC249"
181019,1583182,"ECA2898","NIC280"
170161,1585521,"ECA2898","NIC284"
169113,1581823,"ECA2898","NIC286"
170853,1585789,"ECA2898","NIC289"
171211,1582302,"ECA2898","NIC291"
170378,1582216,"ECA2898","NIC294"
167492,1586074,"ECA2898","NIC300"
177939,1585261,"ECA2898","NIC311"
189902,1588068,"ECA2898","NIC312"
176086,1593091,"ECA2898","NIC314"
184690,1582805,"ECA2898","NIC321"
182833,1580085,"ECA2898","NIC322"
184765,1582329,"ECA2898","NIC324"
184216,1577642,"ECA2898","NIC339"
183933,1583749,"ECA2898","NIC344"
180313,1578107,"ECA2898","NIC350"
184499,1593199,"ECA2898","NIC354"
190356,1593580,"ECA2898","NIC359"
176597,1577225,"ECA2898","NIC363"
174149,1582773,"ECA2898","NIC365"
182277,1587475,"ECA2898","NIC372"
193352,1579759,"ECA2898","NIC374"
183195,1576968,"ECA2898","NIC375"
181357,1564528,"ECA2898","NIC378"
192585,1576739,"ECA2898","NIC380"
183028,1568770,"ECA2898","NIC382"
184824,1585039,"ECA2898","NIC383"
180475,1573392,"ECA2898","NIC384"
194011,1586343,"ECA2898","NIC387"
183136,1576082,"ECA2898","NIC389"
193815,1585519,"ECA2898","NIC390"
173209,1580683,"ECA2898","NIC391"
194881,1587394,"ECA2898","NIC393"
185540,1587090,"ECA2898","NIC396"
176389,1585193,"ECA2898","NIC403"
176523,1585320,"ECA2898","NIC404"
176192,1584020,"ECA2898","NIC405"
176380,1585214,"ECA2898","NIC407"
181193,1577218,"ECA2898","NIC408"
176461,1585385,"ECA2898","NIC409"
188273,1583516,"ECA2898","NIC413"
184936,1585463,"ECA2898","NIC416"
169362,1582849,"ECA2898","NIC417"
179761,1584127,"ECA2898","NIC420"
197355,1588188,"ECA2898","NIC422"
180579,1585198,"ECA2898","NIC424"
175741,1580118,"ECA2898","NIC425"
170664,1550197,"ECA2898","NIC426"
175034,1568598,"ECA2898","NIC434"
175615,1576233,"ECA2898","NIC436"
166334,1574540,"ECA2898","NIC441"
184994,1570215,"ECA2898","NIC443"
183564,1586014,"ECA2898","NIC444"
169604,1576572,"ECA2898","NIC445"
178629,1580495,"ECA2898","NIC450"
177505,1592327,"ECA2898","NIC454"
181531,1584393,"ECA2898","NIC458"
170430,1582454,"ECA2898","NIC459"
175680,1578276,"ECA2898","NIC461"
172647,1585779,"ECA2898","NIC468"
191562,1591133,"ECA2898","NIC469"
171797,1578797,"ECA2898","NIC472"
184451,1592971,"ECA2898","NIC473"
168310,1576851,"ECA2898","NIC475"
179424,1583170,"ECA2898","NIC478"
168881,1587448,"ECA2898","NIC479"
178382,1588028,"ECA2898","NIC489"
168380,1565486,"ECA2898","NIC491"
180203,1576744,"ECA2898","NIC492"
180453,1592676,"ECA2898","NIC496"
193315,1582416,"ECA2898","NIC51"
193401,1550108,"ECA2898","NIC517"
186709,1581124,"ECA2898","NIC53"
195109,1557280,"ECA2898","NIC530"
197175,1575872,"ECA2898","NIC533"
200684,1572339,"ECA2898","NIC535"
200166,1570963,"ECA2898","NIC536"
199365,1569186,"ECA2898","NIC540"
199743,1573409,"ECA2898","NIC547"
186443,1579556,"ECA2898","NIC55"
200432,1562823,"ECA2898","NIC550"
201145,1566441,"ECA2898","NIC551"
181510,1585874,"ECA2898","NIC56"
199086,1570092,"ECA2898","NIC563"
157801,1545483,"ECA2898","NIC567"
199803,1573330,"ECA2898","NIC568"
194298,1582646,"ECA2898","NIC57"
162147,1568126,"ECA2898","NIC570"
161652,1560245,"ECA2898","NIC571"
160323,1552978,"ECA2898","NIC572"
162002,1561079,"ECA2898","NIC573"
198662,1566139,"ECA2898","NIC575"
200268,1573008,"ECA2898","NIC577"
198957,1567097,"ECA2898","NIC579"
180292,1596751,"ECA2898","NIC58"
199737,1573641,"ECA2898","NIC580"
195829,1539884,"ECA2898","NIC581"
159436,1553708,"ECA2898","NIC584"
200190,1573591,"ECA2898","NIC585"
162076,1553881,"ECA2898","NIC586"
199814,1572259,"ECA2898","NIC587"
200001,1574237,"ECA2898","NIC588"
199914,1574282,"ECA2898","NIC589"
204492,1574253,"ECA2898","NIC591"
161870,1560242,"ECA2898","NIC592"
199898,1574201,"ECA2898","NIC594"
199059,1565865,"ECA2898","NIC598"
197260,1548512,"ECA2898","NIC746"
159419,1554305,"ECA2898","NIC747"
203563,1568908,"ECA2898","NIC748"
202671,1560354,"ECA2898","NIC749"
198302,1563168,"ECA2898","NIC750"
200900,1575123,"ECA2898","NIC751"
183604,1563846,"ECA2898","NIC752"
183903,1567231,"ECA2898","NIC753"
160312,1558824,"ECA2898","NIC761"
200750,1573711,"ECA2898","NIC763"
206591,1564682,"ECA2898","NIC773"
200187,1575561,"ECA2898","NIC775"
183522,1591533,"ECA2898","NIC85"
191016,1549467,"ECA2898","NIC894"
190732,1547566,"ECA2898","NIC895"
192795,1551748,"ECA2898","NIC898"
193000,1579975,"ECA2898","NIC90"
171145,1580716,"ECA2898","NIC903"
178289,1581901,"ECA2898","NIC904"
190253,1581595,"ECA2898","NIC905"
185835,1589054,"ECA2898","NIC907"
178330,1587446,"ECA2898","NIC908"
195495,1573915,"ECA2898","NIC909"
173234,1579659,"ECA2898","NIC91"
186469,1583254,"ECA2898","NIC912"
185549,1587577,"ECA2898","NIC913"
183905,1582718,"ECA2898","NIC915"
198476,1584726,"ECA2898","NIC916"
195556,1585578,"ECA2898","NIC917"
201470,1581787,"ECA2898","NIC920"
182445,1579691,"ECA2898","NIC923"
192874,1577113,"ECA2898","NIC925"
181394,1579379,"ECA2898","NIC926"
194160,1586229,"ECA2898","NIC927"
190655,1587097,"ECA2898","NIC929"
185502,1579741,"ECA2898","NIC932"
193044,1588323,"ECA2898","NIC933"
194226,1585938,"ECA2898","NIC934"
183486,1586499,"ECA2898","NIC936"
187645,1584975,"ECA2898","NIC938"
194296,1581944,"ECA2898","NIC939"
171681,1585704,"ECA2898","NIC94"
177589,1589645,"ECA2898","NIC940"
197591,1583341,"ECA2898","NIC941"
197386,1582585,"ECA2898","NIC942"
184356,1585795,"ECA2898","NIC943"
198365,1577345,"ECA2898","NIC944"
184464,1584870,"ECA2898","NIC945"
184381,1585637,"ECA2898","NIC946"
185582,1587781,"ECA2898","NIC947"
186710,1584861,"ECA2898","NIC948"
184419,1586204,"ECA2898","NIC950"
191447,1582153,"ECA2898","NIC951"
173056,1588877,"ECA2898","NIC952"
191882,1585041,"ECA2898","NIC953"
191155,1590220,"ECA2898","NIC955"
186081,1582254,"ECA2898","NIC956"
178333,1583145,"ECA2898","NIC957"
197193,1581969,"ECA2898","NIC958"
184098,1584862,"ECA2898","NIC959"
184327,1585578,"ECA2898","NIC960"
184102,1577887,"ECA2898","NIC961"
193411,1569235,"ECA2898","NIC962"
183513,1582591,"ECA2898","NIC964"
183067,1584280,"ECA2898","NIC965"
195154,1567591,"ECA2898","NIC967"
197186,1581891,"ECA2898","NIC969"
181110,1581305,"ECA2898","NIC970"
194757,1581738,"ECA2898","NIC972"
195524,1584265,"ECA2898","NIC975"
195605,1584180,"ECA2898","NIC976"
195640,1584610,"ECA2898","NIC977"
188086,1586478,"ECA2898","NIC980"
197106,1584044,"ECA2898","NIC983"
183092,1579756,"ECA2898","NIC986"
182066,1588312,"ECA2898","NIC987"
181883,1588093,"ECA2898","NIC988"
203993,1584343,"ECA2898","NIC989"
180234,1596080,"ECA2898","NIC99"
178770,1584084,"ECA2898","NIC993"
191402,1584400,"ECA2898","NIC994"
188432,1578323,"ECA2898","NIC999"
185977,1571498,"ECA2898","QG1000"
176626,1572085,"ECA2898","QG1004"
120534,1549272,"ECA2898","QG131"
184445,1566899,"ECA2898","QG2697"
183984,1563231,"ECA2898","QG2699"
165228,1581519,"ECA2898","QG2716"
164938,1579912,"ECA2898","QG2720"
181979,1566447,"ECA2898","QG2724"
181963,1566942,"ECA2898","QG2725"
184739,1567517,"ECA2898","QG2726"
184213,1564362,"ECA2898","QG2727"
184693,1566888,"ECA2898","QG2733"
181194,1563646,"ECA2898","QG2747"
177621,1538743,"ECA2898","QG2748"
182443,1568718,"ECA2898","QG2749"
184089,1564772,"ECA2898","QG2755"
182597,1570639,"ECA2898","QG2770"
180314,1559533,"ECA2898","QG2771"
182812,1570550,"ECA2898","QG2772"
182201,1568732,"ECA2898","QG2773"
146509,1544892,"ECA2898","QG2896"
146686,1546355,"ECA2898","QG2897"
146708,1545046,"ECA2898","QG2898"
144159,1543540,"ECA2898","QG2899"
146684,1545914,"ECA2898","QG2904"
146073,1543369,"ECA2898","QG2905"
182176,1566902,"ECA2898","QG3008"
180190,1570543,"ECA2898","QG3009"
195792,1565850,"ECA2898","QG3010"
194769,1556237,"ECA2898","QG3011"
192184,1569256,"ECA2898","QG3013"
188982,1558028,"ECA2898","QG3024"
195001,1562363,"ECA2898","QG3036"
195354,1564559,"ECA2898","QG3037"
195504,1561455,"ECA2898","QG3038"
184993,1567829,"ECA2898","QG3055"
182597,1565269,"ECA2898","QG3064"
178952,1574720,"ECA2898","QG3514"
186377,1544392,"ECA2898","QG3520"
169740,1575413,"ECA2898","QG3521"
175941,1576358,"ECA2898","QG3522"
181939,1572613,"ECA2898","QG3523"
189775,1567879,"ECA2898","QG3526"
180043,1554745,"ECA2898","QG3529"
176189,1561687,"ECA2898","QG3533"
169115,1572503,"ECA2898","QG3535"
179002,1554924,"ECA2898","QG3539"
166771,1568600,"ECA2898","QG3543"
185030,1551616,"ECA2898","QG3545"
190217,1555514,"ECA2898","QG3546"
179172,1575020,"ECA2898","QG3547"
188406,1557803,"ECA2898","QG3548"
189674,1567471,"ECA2898","QG3549"
178755,1558976,"ECA2898","QG3782"
172500,1569051,"ECA2898","QG3785"
177746,1570665,"ECA2898","QG3786"
170251,1566470,"ECA2898","QG3789"
183603,1570692,"ECA2898","QG3790"
164883,1562444,"ECA2898","QG3791"
169661,1554344,"ECA2898","QG3792"
185251,1571061,"ECA2898","QG3793"
187460,1565603,"ECA2898","QG3795"
188590,1563650,"ECA2898","QG3797"
178864,1570352,"ECA2898","QG3799"
182431,1566512,"ECA2898","QG3800"
182116,1559170,"ECA2898","QG3802"
178639,1560446,"ECA2898","QG3803"
190036,1567126,"ECA2898","QG3805"
188650,1575186,"ECA2898","QG3807"
180503,1564971,"ECA2898","QG3808"
180951,1565265,"ECA2898","QG3809"
169423,1548391,"ECA2898","QG3811"
195813,1571745,"ECA2898","QG3812"
188879,1558302,"ECA2898","QG3814"
185144,1556618,"ECA2898","QG3817"
170779,1563123,"ECA2898","QG3818"
175111,1582465,"ECA2898","QG3821"
184337,1570995,"ECA2898","QG3824"
178460,1566650,"ECA2898","QG3828"
176313,1576807,"ECA2898","QG3829"
180237,1569295,"ECA2898","QG3831"
187687,1552145,"ECA2898","QG3833"
178091,1551493,"ECA2898","QG3834"
186351,1543550,"ECA2898","QG3835"
187548,1553459,"ECA2898","QG3836"
186868,1559184,"ECA2898","QG3838"
169414,1575910,"ECA2898","QG3839"
171072,1540028,"ECA2898","QG3843"
176647,1557194,"ECA2898","QG3844"
178103,1566613,"ECA2898","QG3845"
167374,1552010,"ECA2898","QG3846"
180513,1568822,"ECA2898","QG3847"
169259,1565800,"ECA2898","QG3848"
180412,1554001,"ECA2898","QG3849"
182203,1561683,"ECA2898","QG3850"
173675,1565464,"ECA2898","QG3852"
182502,1568359,"ECA2898","QG3853"
185100,1566430,"ECA2898","QG3854"
165221,1563527,"ECA2898","QG3855"
166547,1573886,"ECA2898","QG3856"
164925,1560414,"ECA2898","QG3857"
181362,1542685,"ECA2898","QG3859"
187294,1563955,"ECA2898","QG3860"
190039,1553877,"ECA2898","QG3862"
179808,1551351,"ECA2898","QG3863"
171107,1542394,"ECA2898","QG3868"
183335,1569613,"ECA2898","QG3869"
184904,1580186,"ECA2898","QG3871"
194195,1560677,"ECA2898","QG3872"
196267,1575741,"ECA2898","QG3873"
180555,1570975,"ECA2898","QG3877"
197383,1547473,"ECA2898","QG3880"
208695,1552370,"ECA2898","QG4629"
203847,1545123,"ECA2898","QG4641"
201329,1545543,"ECA2898","QG4646"
169379,1553674,"ECA2898","QG4653"
180795,1560824,"ECA2898","QG4659"
212379,1552283,"ECA2898","QG4669"
175685,1544974,"ECA2898","QG4671"
211525,1550126,"ECA2898","QG4672"
212636,1552870,"ECA2898","QG4694"
205398,1552251,"ECA2898","QG4695"
212732,1552820,"ECA2898","QG4696"
173687,1543840,"ECA2898","QG4702"
177210,1548644,"ECA2898","QG4713"
208427,1551791,"ECA2898","QG4714"
205156,1550373,"ECA2898","QG4730"
171028,1557319,"ECA2898","QG4739"
209337,1551665,"ECA2898","QG4740"
174571,1547354,"ECA2898","QG4741"
189755,1551228,"ECA2898","QG4754"
168709,1549942,"ECA2898","QG4759"
189519,1549260,"ECA2898","QG4779"
170747,1556290,"ECA2898","QG4780"
201508,1551627,"ECA2898","QG4781"
203444,1552528,"ECA2898","QG4782"
175512,1549921,"ECA2898","QG4817"
174363,1546302,"ECA2898","QG4824"
172379,1547855,"ECA2898","QG4866"
122664,1460716,"ECA2898","QG4867"
202959,1551435,"ECA2898","QG4868"
202987,1552394,"ECA2898","QG4869"
207658,1544750,"ECA2898","QG4870"
207631,1546986,"ECA2898","QG4871"
209100,1550926,"ECA2898","QG4878"
179703,1556926,"ECA2898","QG4891"
208112,1547915,"ECA2898","QG4892"
207915,1549516,"ECA2898","QG4893"
204504,1549343,"ECA2898","QG4894"
180042,1557684,"ECA2898","QG4897"
205449,1551110,"ECA2898","QG4904"
204132,1546443,"ECA2898","QG4910"
169413,1552459,"ECA2898","QG5104"
203859,1546899,"ECA2898","QG5159"
204872,1550154,"ECA2898","QG5160"
197725,1549472,"ECA2898","QG5161"
188502,1289702,"ECA2898","QG5220"
191808,1325531,"ECA2898","QG5237"
207800,1548742,"ECA2898","QG5256"
208257,1550658,"ECA2898","QG5260"
206157,1553413,"ECA2898","QG5262"
184126,1314395,"ECA2898","QG5305"
190873,1236014,"ECA2898","QG5319"
165661,1227747,"ECA2898","QG5364"
189945,1551625,"ECA2898","QG5365"
190786,1554914,"ECA2898","QG5366"
165454,1497349,"ECA2898","QG5405"
149139,1470481,"ECA2898","QG5502"
180921,1268896,"ECA2898","QG5503"
122692,1460105,"ECA2898","QG5510"
190863,1554837,"ECA2898","QG5550"
164785,1496203,"ECA2898","QG5551"
169666,1274620,"ECA2898","QG5552"
150949,1477360,"ECA2898","QG5576"
199175,1552376,"ECA2898","QG5588"
177456,1548971,"ECA2898","QG5602"
190670,1551437,"ECA2898","QG5628"
191645,1557526,"ECA2898","QG5629"
177567,1549958,"ECA2898","QG5638"
205679,1548058,"ECA2898","QG5643"
186445,1559863,"ECA2898","QG5650"
207198,1556681,"ECA2898","QG5652"
175825,1549343,"ECA2898","QG5654"
169564,1552503,"ECA2898","QG5655"
187302,1576641,"ECA2898","QG800"
187180,1575989,"ECA2898","QG801"
166799,1564163,"ECA2898","QG820"
166986,1564997,"ECA2898","QG823"
183633,1569082,"ECA2898","QG834"
179337,1539377,"ECA2898","QG835"
183447,1567776,"ECA2898","QG836"
183718,1567646,"ECA2898","QG837"
183157,1564793,"ECA2898","QG838"
183136,1565069,"ECA2898","QG839"
173777,1578764,"ECA2898","QG840"
182441,1568466,"ECA2898","QG841"
180857,1557641,"ECA2898","QG842"
182071,1566899,"ECA2898","QG843"
182967,1562879,"ECA2898","QG844"
183215,1566911,"ECA2898","QG845"
189506,1551392,"ECA2898","QG846"
189089,1547794,"ECA2898","QG847"
190287,1565465,"ECA2898","QG848"
183166,1555097,"ECA2898","QG849"
185058,1570105,"ECA2898","QG850"
181420,1553813,"ECA2898","QG851"
196956,1567255,"ECA2898","QG852"
175492,1571841,"ECA2898","QG853"
175284,1564951,"ECA2898","QG921"
195503,1565671,"ECA2898","QG935"
173058,1565182,"ECA2898","QG942"
187227,1560294,"ECA2898","QG981"
190166,1566045,"ECA2898","QG987"
198943,1552872,"ECA2898","TWN2103"
162,1581664,"ECA2899","ECA2900"
131607,1545298,"ECA2899","ECA2909"
141,1574706,"ECA2899","ECA2910"
176,1576369,"ECA2899","ECA2920"
129626,1537040,"ECA2899","ECA2954"
130195,1539401,"ECA2899","ECA2955"
132424,1549421,"ECA2899","ECA2976"
136358,1546117,"ECA2899","ECA3053"
442108,1479796,"ECA2899","ECA788"
437780,1467077,"ECA2899","ECA789"
130548,1537460,"ECA2899","ECA790"
133407,1538570,"ECA2899","ECA791"
133633,1539532,"ECA2899","ECA792"
131446,1543584,"ECA2899","ECA793"
131410,1542144,"ECA2899","ECA794"
121982,1535037,"ECA2899","ECA795"
148859,1537604,"ECA2899","ECA796"
115028,1497058,"ECA2899","ECA797"
133981,1531786,"ECA2899","ECA798"
123338,1543475,"ECA2899","ECA799"
34568,1570916,"ECA2899","ECA800"
68192,1564009,"ECA2899","ECA801"
34230,1563130,"ECA2899","ECA802"
14431,1514780,"ECA2899","ECA803"
29026,1532309,"ECA2899","ECA804"
646,1571785,"ECA2899","ECA805"
287997,1513214,"ECA2899","ECA806"
203724,1555454,"ECA2899","EG5889"
204799,1557428,"ECA2899","EG6180"
172646,1545583,"ECA2899","HPT25"
290358,1517720,"ECA2899","HPT33"
185580,1549655,"ECA2899","HPT39"
182932,1553832,"ECA2899","HPT56"
294548,1506698,"ECA2899","JU1373"
291503,1495998,"ECA2899","JU1374"
184616,1580595,"ECA2899","JU1428"
183636,1576231,"ECA2899","JU1429"
184319,1579901,"ECA2899","JU1430"
301326,1521414,"ECA2899","JU1630"
303654,1523366,"ECA2899","JU1631"
296754,1505206,"ECA2899","JU1632"
298512,1509097,"ECA2899","JU1633"
298831,1512072,"ECA2899","JU1634"
203950,1577048,"ECA2899","JU1635"
298536,1510453,"ECA2899","JU1636"
300454,1515863,"ECA2899","JU1639"
299344,1513571,"ECA2899","JU1640"
299200,1513842,"ECA2899","JU1641"
294976,1509161,"ECA2899","JU1800"
303108,1522737,"ECA2899","JU1818"
181446,1586575,"ECA2899","JU1819"
169593,1573775,"ECA2899","JU1821"
171170,1579439,"ECA2899","JU1831"
175478,1572507,"ECA2899","JU1835"
170123,1570596,"ECA2899","JU1836"
175951,1584295,"ECA2899","JU1838"
